Taxon name,Taxonomy,Count,Proportion(%)
Acutalibacter muris,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;Acutalibacter muris,1,0.0016
Akkermansia muciniphila,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila,1,0.0016
Anaerostipes hadrus group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus group,1,0.0016
Bacteroides rodentium,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium,1,0.0016
PAC000661_g DQ394662_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;DQ394662_s,1,0.0016
PAC000661_g DQ456216_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;DQ456216_s,1,0.0016
PAC001308_g DQ815557_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001308_g;DQ815557_s,1,0.0016
PAC000661_g EF436433_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EF436433_s,1,0.0016
Clostridium_g24 EU009769_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g24;EU009769_s,1,0.0016
Blautia EU462939_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;EU462939_s,1,0.0016
PAC000661_g EU470107_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EU470107_s,1,0.0016
PAC000664_g EU505462_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;EU505462_s,1,0.0016
EU778925_g EU778925_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;EU778925_g;EU778925_s,1,0.0016
Pseudoflavonifractor FJ879818_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;FJ879818_s,1,0.0016
Oscillibacter FJ881219_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;FJ881219_s,1,0.0016
Pseudoflavonifractor HQ782969_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;HQ782969_s,1,0.0016
Lactobacillus vaginalis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus vaginalis,1,0.0016
Pseudoflavonifractor NFMA_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;NFMA_s,1,0.0016
PAC000198_g PAC000198_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000198_g;PAC000198_s,1,0.0016
PAC000678_g PAC000678_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000678_g;PAC000678_s,1,0.0016
Eubacterium_g20 PAC001045_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g20;PAC001045_s,1,0.0016
LLKB_g PAC001047_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;PAC001047_s,1,0.0016
PAC001068_g PAC001069_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001068_g;PAC001069_s,1,0.0016
Pseudoflavonifractor PAC001088_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001088_s,1,0.0016
Pseudoflavonifractor PAC001131_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001131_s,1,0.0016
PAC001308_g PAC001308_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001308_g;PAC001308_s,1,0.0016
Oscillibacter PAC001368_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001368_s,1,0.0016
PAC001377_g PAC001377_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001377_g;PAC001377_s,1,0.0016
PAC001092_g PAC001381_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001381_s,1,0.0016
PAC001165_g PAC001384_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001165_g;PAC001384_s,1,0.0016
PAC001400_g PAC001400_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;PAC001400_g;PAC001400_s,1,0.0016
Atopostipes PAC001523_s,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes;PAC001523_s,1,0.0016
PAC001544_g PAC001544_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001544_g;PAC001544_s,1,0.0016
Pseudoflavonifractor PAC001547_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001547_s,1,0.0016
PAC000661_g PAC001654_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001654_s,1,0.0016
PAC001092_g PAC001691_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001691_s,1,0.0016
Frisingicoccus PAC001702_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC001702_s,1,0.0016
PAC001516_g PAC001741_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001516_g;PAC001741_s,1,0.0016
PAC001402_g PAC001764_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC001402_g;PAC001764_s,1,0.0016
PAC000664_g PAC001769_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001769_s,1,0.0016
Clostridium_g21 PAC001772_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC001772_s,1,0.0016
Enterorhabdus PAC001978_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus;PAC001978_s,1,0.0016
PAC002039_g PAC002039_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002039_g;PAC002039_s,1,0.0016
PAC001266_g PAC002299_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC002299_s,1,0.0016
PAC001091_g PAC002458_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001091_g;PAC002458_s,1,0.0016
