Taxon name,Taxonomy,Count,Proportion(%)
Harryflintia PAC002149_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Harryflintia;PAC002149_s,3,0.005
PAC001372_g PAC002350_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001372_g;PAC002350_s,3,0.005
Oscillibacter PAC002372_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC002372_s,3,0.005
PAC001199_g PAC002391_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001199_g;PAC002391_s,3,0.005
PAC001360_g PAC002505_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;PAC002505_s,3,0.005
LLKB_g AB606340_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;AB606340_s,2,0.0034
PAC000661_g AB606378_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AB606378_s,2,0.0034
PAC000661_g AB626903_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;AB626903_s,2,0.0034
Pseudoflavonifractor ADDX_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;ADDX_s,2,0.0034
PAC001165_g EF603797_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001165_g;EF603797_s,2,0.0034
AB270041_g EU463505_s,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;AB270041_g;EU463505_s,2,0.0034
PAC000661_g EU470107_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;EU470107_s,2,0.0034
EU474900_g EU474900_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;EU474900_g;EU474900_s,2,0.0034
PAC000664_g FJ879557_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;FJ879557_s,2,0.0034
Intestinimonas butyriciproducens,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;Intestinimonas butyriciproducens,2,0.0034
KE159571_g KE159567_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;KE159567_s,2,0.0034
PAC000197_g PAC000197_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC000197_f;PAC000197_g;PAC000197_s,2,0.0034
Oscillibacter PAC001156_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001156_s,2,0.0034
PAC001109_g PAC001203_s,Bacteria;Tenericutes;Mollicutes;PAC001057_o;PAC001057_f;PAC001109_g;PAC001203_s,2,0.0034
Eubacterium_g6 PAC001227_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Eubacterium_g6;PAC001227_s,2,0.0034
PAC001360_g PAC001360_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;PAC001360_g;PAC001360_s,2,0.0034
Frisingicoccus PAC001364_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC001364_s,2,0.0034
PAC001377_g PAC001377_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001377_g;PAC001377_s,2,0.0034
KE159605_g PAC001396_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159605_g;PAC001396_s,2,0.0034
Frisingicoccus PAC001399_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Frisingicoccus;PAC001399_s,2,0.0034
Pseudoflavonifractor PAC001542_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001542_s,2,0.0034
PAC000661_g PAC001565_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001565_s,2,0.0034
Pseudoflavonifractor PAC001574_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;PAC001574_s group,2,0.0034
PAC001092_g PAC001587_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001587_s,2,0.0034
PAC000661_g PAC001654_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001654_s,2,0.0034
PAC001588_g PAC001669_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001588_g;PAC001669_s,2,0.0034
PAC001092_g PAC001691_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001092_g;PAC001691_s,2,0.0034
PAC000661_g PAC001721_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001721_s,2,0.0034
PAC001516_g PAC002384_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001516_g;PAC002384_s,2,0.0034
PAC001266_g PAC002419_s,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;PAC001266_g;PAC002419_s,2,0.0034
Parasutterella PAC002476_s,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Parasutterella;PAC002476_s,2,0.0034
Bilophila PAC002477_s,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;PAC002477_s,2,0.0034
PAC000661_g PAC002514_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC002514_s group,2,0.0034
Roseburia cecicola group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia cecicola group,2,0.0034
PAC001308_g AB606342_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001308_g;AB606342_s,1,0.0017
Bacteroides dorei,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei,1,0.0017
Bacteroides faecis,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides faecis,1,0.0017
Moheibacter DQ346484_s,Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Moheibacter;DQ346484_s,1,0.0017
LLKB_g EF100040_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;LLKB_g;EF100040_s,1,0.0017
Oscillibacter EU456461_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;EU456461_s,1,0.0017
PAC001573_g EU509323_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001573_g;EU509323_s,1,0.0017
Pseudoflavonifractor EU622686_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;EU622686_s,1,0.0017
Sporobacter EU772049_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;EU772049_s,1,0.0017
GQ451258_g GQ451237_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;GQ451258_g;GQ451237_s,1,0.0017
Bacteroides JN559675_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;JN559675_s,1,0.0017
Jeotgalicoccus halotolerans group,Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;Jeotgalicoccus halotolerans group,1,0.0017
Pseudoflavonifractor LN866274_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;LN866274_s,1,0.0017
Lactobacillus rodentium,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus rodentium,1,0.0017
Lactobacillus secaliphilus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus secaliphilus,1,0.0017
PAC000661_g PAC001095_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001095_s,1,0.0017
PAC001212_g PAC001212_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001212_g;PAC001212_s,1,0.0017
PAC001225_g PAC001225_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001225_g;PAC001225_s,1,0.0017
PAC001231_g PAC001231_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001231_g;PAC001231_s,1,0.0017
FR888536_g PAC001268_s,Bacteria;Cyanobacteria;Vampirovibrio_c;FR888536_o;FR888536_f;FR888536_g;PAC001268_s,1,0.0017
Oscillibacter PAC001369_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001369_s,1,0.0017
PAC001165_g PAC001384_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001165_g;PAC001384_s,1,0.0017
Anaerotignum PAC001464_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerotignum;PAC001464_s,1,0.0017
PAC001485_g PAC001485_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC001485_g;PAC001485_s,1,0.0017
PAC000664_g PAC001488_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC000664_g;PAC001488_s group,1,0.0017
Paludicola PAC001506_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Paludicola;PAC001506_s,1,0.0017
PAC001525_g PAC001525_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001525_g;PAC001525_s,1,0.0017
Oscillibacter PAC001551_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;PAC001551_s,1,0.0017
PAC001609_g PAC001610_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001609_g;PAC001610_s,1,0.0017
PAC001612_g PAC001612_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001612_g;PAC001612_s,1,0.0017
PAC000661_g PAC001695_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;PAC000661_g;PAC001695_s,1,0.0017
PAC001103_g PAC001724_s group,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001103_g;PAC001724_s group,1,0.0017
Acetatifactor PAC001749_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;PAC001749_s,1,0.0017
PAC001573_g PAC002010_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacterium_f;PAC001573_g;PAC002010_s,1,0.0017
KE159571_g PAC002035_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;KE159571_g;PAC002035_s,1,0.0017
PAC002196_g PAC002196_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002196_g;PAC002196_s,1,0.0017
PAC000198_g PAC002296_s,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;PAC000198_g;PAC002296_s,1,0.0017
Acutalibacter PAC002354_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acutalibacter;PAC002354_s,1,0.0017
PAC001270_g PAC002420_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC001270_g;PAC002420_s,1,0.0017
PAC002460_g PAC002460_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;PAC002460_g;PAC002460_s,1,0.0017
Clostridium_g21 PAC002492_s,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Clostridium_g21;PAC002492_s,1,0.0017
